ocorrencia_classificacao;ocorrencia_uf;total_aeronaves_envolvidas;ocorrencia_saida_pista;aeronave_tipo_veiculo;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano
INCIDENTE GRAVE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CRUZEIRO;INSTRUÇÃO;LEVE
ACIDENTE;RS;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;PROCEDIMENTO DE APROXIMAÇÃO IFR;REGULAR;NENHUM
ACIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;SUBSTANCIAL
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CRUZEIRO;PRIVADA;DESTRUÍDA
ACIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DESCIDA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;MG;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;APROXIMAÇÃO FINAL;POLICIAL;LEVE
ACIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;INDETERMINADA;PRIVADA;DESTRUÍDA
INCIDENTE;DF;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;ESPECIALIZADA;ESPECIALIZADA;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;LEVE
ACIDENTE;SP;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;SUBSTANCIAL
ACIDENTE;BA;1;SIM;AVIÃO;JATO;BIMOTOR;POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;AM;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;POUSO;***;***
ACIDENTE;PA;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;MG;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;SUBIDA;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;PR;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;PRIVADA;NENHUM
INCIDENTE;ES;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;NENHUM
ACIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL
INCIDENTE;MT;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;DECOLAGEM;REGULAR;LEVE
INCIDENTE;PR;1;NÃO;AVIÃO;JATO;BIMOTOR;TÁXI;REGULAR;NENHUM
INCIDENTE;DF;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;TÁXI AÉREO;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;JATO;BIMOTOR;INDETERMINADA;PRIVADA;LEVE
ACIDENTE;RJ;1;SIM;AVIÃO;JATO;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;RS;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE
INCIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE
INCIDENTE;GO;2;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;POUSO;PRIVADA;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;TÁXI;REGULAR;NENHUM
ACIDENTE;PR;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;SUBIDA;EXPERIMENTAL;SUBSTANCIAL
ACIDENTE;MT;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;CIRCUITO DE TRÁFEGO;AGRÍCOLA;DESTRUÍDA
INCIDENTE GRAVE;MG;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;DESCIDA DESCONTROLADA;POLICIAL;SUBSTANCIAL
INCIDENTE GRAVE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;CRUZEIRO;POLICIAL;LEVE
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;INSTRUÇÃO;DESTRUÍDA
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;GO;1;NÃO;AVIÃO;JATO;BIMOTOR;DESCIDA;NÃO REGULAR;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;INSTRUÇÃO;LEVE
ACIDENTE;SC;1;SIM;ULTRALEVE;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;EXPERIMENTAL;SUBSTANCIAL
INCIDENTE GRAVE;AM;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;TÁXI AÉREO;SUBSTANCIAL
ACIDENTE;MT;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;PR;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;CORRIDA APÓS POUSO;REGULAR;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE
INCIDENTE;CE;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;TÁXI AÉREO;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;INSTRUÇÃO;NENHUM
INCIDENTE GRAVE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;POLICIAL;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE GRAVE;GO;1;SIM;AVIÃO;PISTÃO;BIMOTOR;CRUZEIRO;PRIVADA;LEVE
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;POUSO;NÃO REGULAR;LEVE
INCIDENTE;MS;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;LEVE
ACIDENTE;AM;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;PI;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CRUZEIRO;TÁXI AÉREO;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;CE;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;TÁXI;TÁXI AÉREO;LEVE
ACIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;DESCIDA;PRIVADA;DESTRUÍDA
INCIDENTE;MG;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;POUSO;POLICIAL;SUBSTANCIAL
INCIDENTE;RN;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;DECOLAGEM;REGULAR;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;TÁXI AÉREO;LEVE
INCIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;TÁXI AÉREO;LEVE
INCIDENTE GRAVE;BA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;EXPERIMENTAL;SUBSTANCIAL
INCIDENTE;SC;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;NÃO REGULAR;LEVE
INCIDENTE GRAVE;PR;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
ACIDENTE;PA;2;NÃO;AVIÃO;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;CE;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;DECOLAGEM;PRIVADA;LEVE
INCIDENTE;RJ;2;NÃO;AVIÃO;JATO;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;NENHUM
INCIDENTE GRAVE;MS;1;SIM;AVIÃO;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;POLICIAL;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM
ACIDENTE;MG;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE GRAVE;MG;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;LEVE
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;AM;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;OUTRA FASE;PRIVADA;SUBSTANCIAL
ACIDENTE;MT;1;SIM;AVIÃO;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DESCIDA DESCONTROLADA;EXPERIMENTAL;DESTRUÍDA
INCIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;LEVE
ACIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;DESTRUÍDA
INCIDENTE;BA;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;LEVE
INCIDENTE GRAVE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ARREMETIDA NO SOLO;PRIVADA;SUBSTANCIAL
INCIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;SUBIDA;PRIVADA;NENHUM
INCIDENTE;CE;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CRUZEIRO;PRIVADA;NENHUM
ACIDENTE;PR;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;CRUZEIRO;PRIVADA;DESTRUÍDA
INCIDENTE GRAVE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
ACIDENTE;RO;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;DECOLAGEM;EXPERIMENTAL;DESTRUÍDA
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;SAÍDA IFR;REGULAR;NENHUM
INCIDENTE GRAVE;MG;1;SIM;AVIÃO;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;DF;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;MANOBRA;POLICIAL;NENHUM
INCIDENTE GRAVE;MT;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;MANOBRA;EXPERIMENTAL;NENHUM
ACIDENTE;SP;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL
ACIDENTE;SC;1;SIM;PLANADOR;SEM TRAÇÃO;SEM TRAÇÃO;POUSO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE GRAVE;PA;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;EXPERIMENTAL;NENHUM
INCIDENTE;MA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE
INCIDENTE GRAVE;CE;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;ESPECIALIZADA;LEVE
INCIDENTE;SC;1;NÃO;AVIÃO;JATO;BIMOTOR;ESTACIONAMENTO;REGULAR;LEVE
INCIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;LEVE
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;LEVE
INCIDENTE GRAVE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;LEVE
ACIDENTE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;PRIVADA;DESTRUÍDA
INCIDENTE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;PRIVADA;NENHUM
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DESCIDA;PRIVADA;SUBSTANCIAL
INCIDENTE;CE;1;NÃO;AVIÃO;JATO;BIMOTOR;POUSO;REGULAR;LEVE
ACIDENTE;SC;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;POUSO;EXPERIMENTAL;SUBSTANCIAL
INCIDENTE;RS;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;LEVE
INCIDENTE GRAVE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE GRAVE;RO;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;APROXIMAÇÃO FINAL;ESPECIALIZADA;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE
INCIDENTE;PE;1;NÃO;AVIÃO;JATO;BIMOTOR;POUSO;REGULAR;LEVE
INCIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;OUTRA FASE;POLICIAL;NENHUM
INCIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;OUTRA FASE;POLICIAL;LEVE
INCIDENTE;RS;1;NÃO;AVIÃO;JATO;TRIMOTOR;SUBIDA;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;INDETERMINADA;INSTRUÇÃO;SUBSTANCIAL
ACIDENTE;RS;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;PAIRADO;PRIVADA;SUBSTANCIAL
ACIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;MG;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;PRIVADA;DESTRUÍDA
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;POUSO;PRIVADA;LEVE
ACIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;CRUZEIRO;TÁXI AÉREO;SUBSTANCIAL
INCIDENTE;DF;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;POUSO;REGULAR;NENHUM
INCIDENTE;PA;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE
INCIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;LEVE
INCIDENTE;PE;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CRUZEIRO;PRIVADA;SUBSTANCIAL
ACIDENTE;PR;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;DECOLAGEM VERTICAL;POLICIAL;SUBSTANCIAL
INCIDENTE;PR;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;PARTIDA DO MOTOR;POLICIAL;LEVE
INCIDENTE;AM;1;NÃO;ANFÍBIO;TURBOÉLICE;MONOMOTOR;POUSO;PRIVADA;LEVE
ACIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;POUSO;ESPECIALIZADA;DESTRUÍDA
INCIDENTE GRAVE;PA;1;SIM;AVIÃO;PISTÃO;BIMOTOR;APROXIMAÇÃO FINAL;PRIVADA;LEVE
ACIDENTE;AM;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;SUBSTANCIAL
ACIDENTE;BA;1;SIM;AVIÃO;TURBOÉLICE;BIMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE GRAVE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE;RJ;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;LEVE
ACIDENTE;RR;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;PRIVADA;SUBSTANCIAL
INCIDENTE GRAVE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;INSTRUÇÃO;NENHUM
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;POUSO;TÁXI AÉREO;NENHUM
ACIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;CE;1;NÃO;AVIÃO;JATO;QUADRIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SP;2;NÃO;AVIÃO;JATO;BIMOTOR;POUSO;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;LEVE
ACIDENTE;PR;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;MT;1;SIM;AVIÃO;PISTÃO;BIMOTOR;CRUZEIRO;PRIVADA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;SUBSTANCIAL
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;AGRÍCOLA;LEVE
ACIDENTE;RR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CIRCUITO DE TRÁFEGO;TÁXI AÉREO;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;MG;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;POUSO;PRIVADA;NENHUM
ACIDENTE;MA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;RR;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;SUBSTANCIAL
ACIDENTE;AP;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;TÁXI AÉREO;SUBSTANCIAL
ACIDENTE;MT;1;SIM;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE GRAVE;ES;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;DECOLAGEM;EXPERIMENTAL;NENHUM
INCIDENTE;PA;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;APROXIMAÇÃO FINAL;POLICIAL;LEVE
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;EXPERIMENTAL;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;INSTRUÇÃO;LEVE
ACIDENTE;MA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;SUBSTANCIAL
INCIDENTE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;LEVE
ACIDENTE;SC;2;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE GRAVE;PA;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;***;SEM TRAÇÃO;CORRIDA APÓS POUSO;PRIVADA;LEVE
ACIDENTE;SP;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;PAIRADO;INSTRUÇÃO;SUBSTANCIAL
ACIDENTE;SP;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;BA;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;EXPERIMENTAL;SUBSTANCIAL
INCIDENTE GRAVE;SP;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;DECOLAGEM;INSTRUÇÃO;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;LEVE
ACIDENTE;MT;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;INSTRUÇÃO;LEVE
INCIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESTACIONAMENTO;PRIVADA;DESTRUÍDA
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;TÁXI;REGULAR;NENHUM
ACIDENTE;BA;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;CRUZEIRO;PRIVADA;SUBSTANCIAL
ACIDENTE;SP;1;SIM;AVIÃO;TURBOÉLICE;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;PRIVADA;DESTRUÍDA
ACIDENTE;CE;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;PI;1;SIM;AVIÃO;TURBOÉLICE;BIMOTOR;POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;RR;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;APROXIMAÇÃO FINAL;ESPECIALIZADA;LEVE
INCIDENTE;PR;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;SUBSTANCIAL
ACIDENTE;BA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;DF;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;DESCIDA;REGULAR;LEVE
INCIDENTE;SC;1;NÃO;AVIÃO;JATO;BIMOTOR;SAÍDA IFR;REGULAR;NENHUM
ACIDENTE;PA;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;POUSO;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CIRCUITO DE TRÁFEGO;PRIVADA;NENHUM
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;TÁXI AÉREO;LEVE
ACIDENTE;TO;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;ES;1;NÃO;AVIÃO;JATO;BIMOTOR;TÁXI;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;DECOLAGEM;EXPERIMENTAL;DESTRUÍDA
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;NÃO REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESTACIONAMENTO;PRIVADA;LEVE
INCIDENTE GRAVE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;LEVE
INCIDENTE;AM;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;LEVE
INCIDENTE;PR;1;NÃO;AVIÃO;JATO;BIMOTOR;SAÍDA IFR;REGULAR;NENHUM
INCIDENTE;DF;1;NÃO;AVIÃO;JATO;TRIMOTOR;POUSO;NÃO REGULAR;LEVE
INCIDENTE;BA;1;NÃO;AVIÃO;JATO;BIMOTOR;CIRCUITO DE TRÁFEGO;PRIVADA;LEVE
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;LEVE
